,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
581918,10513397,HZ254768,05/07/2016 01:00:00 AM,051XX S HONORE ST,0460,BATTERY,SIMPLE,STREET,False,False,932,9.0,16.0,61.0,08B,1164885.0,1870601.0,2016,05/14/2016 03:53:39 PM,41.800533559,-87.670843157,"(41.800533559, -87.670843157)"
582116,10513398,HZ254945,05/07/2016 10:15:00 AM,118XX S MARSHFIELD AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,BANK,False,False,2234,22.0,34.0,75.0,10,1167508.0,1826124.0,2016,05/14/2016 03:53:39 PM,41.67842637,-87.662495244,"(41.67842637, -87.662495244)"
582138,10513402,HZ254931,05/07/2016 10:47:00 AM,013XX W 73RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,734,7.0,17.0,67.0,08B,1168600.0,1856024.0,2016,05/14/2016 03:53:39 PM,41.76045311,-87.657639135,"(41.76045311, -87.657639135)"
582335,10513403,HZ254831,05/07/2016 09:40:00 AM,057XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,715,7.0,15.0,67.0,08B,1164007.0,1866574.0,2016,05/14/2016 03:53:39 PM,41.789501494,-87.67417631,"(41.789501494, -87.67417631)"
582489,10513409,HZ254898,05/07/2016 10:30:00 AM,073XX S CARPENTER ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,True,True,733,7.0,17.0,68.0,04A,1170583.0,1856184.0,2016,05/14/2016 03:53:39 PM,41.760849198,-87.650366725,"(41.760849198, -87.650366725)"
582818,10513413,HZ254721,05/07/2016 05:50:00 AM,043XX W 14TH ST,0810,THEFT,OVER $500,STREET,False,True,1011,10.0,24.0,29.0,06,1147517.0,1893016.0,2016,05/14/2016 03:53:39 PM,41.862393102,-87.7339643,"(41.862393102, -87.7339643)"
583103,10513416,HZ254986,05/07/2016 11:20:00 AM,086XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,622,6.0,21.0,71.0,14,1173480.0,1847603.0,2016,05/14/2016 03:53:39 PM,41.737238235,-87.640002513,"(41.737238235, -87.640002513)"
583388,10513418,HZ254939,05/07/2016 11:30:00 AM,006XX W 63RD ST,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,True,False,711,7.0,16.0,68.0,26,1172906.0,1863108.0,2016,05/14/2016 03:53:39 PM,41.779798546,-87.641648739,"(41.779798546, -87.641648739)"
583432,10513426,HZ254964,05/07/2016 12:00:00 PM,020XX W 21ST ST,0460,BATTERY,SIMPLE,ALLEY,False,False,1234,12.0,25.0,31.0,08B,1163158.0,1890072.0,2016,05/14/2016 03:53:39 PM,41.85400049,-87.676630806,"(41.85400049, -87.676630806)"
583781,10513430,HZ254972,05/07/2016 11:49:00 AM,066XX S WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,726,7.0,15.0,67.0,14,1164499.0,1860682.0,2016,05/14/2016 03:53:39 PM,41.773322713,-87.672538315,"(41.773322713, -87.672538315)"
584067,10513432,HZ254929,05/07/2016 10:57:00 AM,045XX W NORTH AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),False,False,2533,25.0,37.0,23.0,04A,1146066.0,1910251.0,2016,05/14/2016 03:53:39 PM,41.909715599,-87.73885249,"(41.909715599, -87.73885249)"
584133,10513434,HZ254983,05/07/2016 11:40:00 AM,066XX S MOZART ST,0460,BATTERY,SIMPLE,SIDEWALK,True,False,831,8.0,15.0,66.0,08B,1158524.0,1860386.0,2016,05/14/2016 03:53:39 PM,41.772634339,-87.694449463,"(41.772634339, -87.694449463)"
584460,10513436,HZ254724,05/07/2016 05:30:00 AM,051XX W OAKDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2521,25.0,31.0,19.0,08B,1141663.0,1919130.0,2016,05/14/2016 03:53:39 PM,41.934163113,-87.754807405,"(41.934163113, -87.754807405)"
584700,10513439,HZ254942,05/07/2016 11:30:00 AM,016XX N CICERO AVE,0820,THEFT,$500 AND UNDER,CAR WASH,False,False,2533,25.0,37.0,25.0,06,1144144.0,1910623.0,2016,05/14/2016 03:53:39 PM,41.910772744,-87.745903829,"(41.910772744, -87.745903829)"
584853,10513440,HZ254767,05/07/2016 08:00:00 AM,062XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,825,8.0,15.0,66.0,14,1159116.0,1863115.0,2016,05/14/2016 03:53:39 PM,41.780111017,-87.692204757,"(41.780111017, -87.692204757)"
585050,10513443,HZ254771,05/07/2016 08:21:00 AM,079XX S CRANDON AVE,0810,THEFT,OVER $500,APARTMENT,False,True,414,4.0,7.0,46.0,06,1192909.0,1852717.0,2016,05/14/2016 03:53:39 PM,41.750819927,-87.568654797,"(41.750819927, -87.568654797)"
585224,10513449,HZ254975,05/07/2016 11:55:00 AM,005XX W 123RD ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,523,5.0,34.0,53.0,11,1174719.0,1823327.0,2016,05/14/2016 03:53:39 PM,41.670593854,-87.636183183,"(41.670593854, -87.636183183)"
585397,10513451,HZ255029,05/07/2016 10:30:00 AM,076XX S CICERO AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,833,8.0,13.0,65.0,06,1145727.0,1853720.0,2016,05/14/2016 03:53:39 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
585441,10513454,HZ254903,05/07/2016 10:32:00 AM,016XX W JONQUIL TER,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APPLIANCE STORE,False,False,2422,24.0,49.0,1.0,08B,1163838.0,1951001.0,2016,05/14/2016 03:53:39 PM,42.021178767,-87.672410829,"(42.021178767, -87.672410829)"
585617,10513455,HZ254979,05/07/2016 11:00:00 AM,067XX S KOSTNER AVE,0560,ASSAULT,SIMPLE,STREET,False,False,833,8.0,13.0,65.0,08A,1148200.0,1859644.0,2016,05/14/2016 03:53:39 PM,41.770802391,-87.732313911,"(41.770802391, -87.732313911)"
585967,10513467,HZ254982,05/07/2016 11:25:00 AM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,OTHER,True,False,1232,12.0,2.0,28.0,06,1168933.0,1898798.0,2016,05/14/2016 03:53:39 PM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
586208,10513468,HZ254853,05/07/2016 04:00:00 AM,028XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1412,14.0,35.0,21.0,08B,1153002.0,1918629.0,2016,05/14/2016 03:53:39 PM,41.932570804,-87.713149789,"(41.932570804, -87.713149789)"
586359,10513469,HZ255041,05/07/2016 12:50:00 PM,048XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1533,15.0,28.0,25.0,18,1144115.0,1899222.0,2016,05/14/2016 03:53:39 PM,41.879487643,-87.746296934,"(41.879487643, -87.746296934)"
586578,10513471,HZ255002,05/07/2016 11:50:00 AM,020XX W SCHILLER ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1424,14.0,1.0,24.0,06,1162580.0,1909428.0,2016,05/14/2016 03:53:39 PM,41.907127129,-87.678209975,"(41.907127129, -87.678209975)"
587097,10513489,HZ254969,05/07/2016 11:31:00 AM,013XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,False,1021,10.0,24.0,29.0,08B,1153907.0,1893801.0,2016,05/14/2016 03:53:39 PM,41.864422417,-87.710486394,"(41.864422417, -87.710486394)"
587943,10513493,HZ255026,05/07/2016 12:35:00 PM,007XX E 111TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,False,531,5.0,9.0,50.0,26,1183375.0,1831504.0,2016,05/14/2016 03:53:39 PM,41.692836143,-87.604249857,"(41.692836143, -87.604249857)"
587966,10513495,HZ255042,05/07/2016 01:30:00 AM,014XX N NOBLE ST,0810,THEFT,OVER $500,STREET,False,False,1433,14.0,32.0,24.0,06,1166793.0,1909509.0,2016,05/14/2016 03:53:39 PM,41.907260061,-87.662731541,"(41.907260061, -87.662731541)"
588660,10513507,HZ255066,05/07/2016 01:17:00 PM,013XX S KOLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,True,1011,10.0,24.0,29.0,08B,1147597.0,1893416.0,2016,05/14/2016 03:53:39 PM,41.863489218,-87.733660371,"(41.863489218, -87.733660371)"
588682,10513510,HZ254977,05/07/2016 11:35:00 AM,022XX S SAWYER AVE,0460,BATTERY,SIMPLE,STREET,True,False,1024,10.0,22.0,30.0,08B,1155041.0,1888959.0,2016,05/14/2016 03:53:39 PM,41.851112775,-87.706453256,"(41.851112775, -87.706453256)"
588901,10513512,HZ254894,05/07/2016 10:27:00 AM,062XX S AUSTIN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,BANK,False,False,812,8.0,13.0,64.0,03,1137484.0,1862455.0,2016,05/14/2016 03:53:39 PM,41.778715071,-87.771528179,"(41.778715071, -87.771528179)"
589532,10513515,HZ255016,05/07/2016 12:20:00 PM,069XX S DANTE AVE,0460,BATTERY,SIMPLE,STREET,False,False,332,3.0,5.0,43.0,08B,1187157.0,1859308.0,2016,05/14/2016 03:53:39 PM,41.769044585,-87.589523743,"(41.769044585, -87.589523743)"
589662,10513519,HZ255082,05/07/2016 01:09:00 PM,068XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,True,False,725,7.0,17.0,67.0,26,1166855.0,1859263.0,2016,05/14/2016 03:53:39 PM,41.769378793,-87.663942241,"(41.769378793, -87.663942241)"
589902,10513520,HZ255028,05/07/2016 12:38:00 PM,002XX W 110TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,DRIVEWAY - RESIDENTIAL,True,True,513,5.0,34.0,49.0,08B,1176654.0,1831995.0,2016,05/14/2016 03:53:39 PM,41.694336995,-87.628841844,"(41.694336995, -87.628841844)"
589946,10513521,HZ255012,05/07/2016 11:35:00 AM,075XX W CORNELIA AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,True,False,1631,16.0,36.0,17.0,08A,1125000.0,1922341.0,2016,05/14/2016 03:53:39 PM,41.943266721,-87.815973669,"(41.943266721, -87.815973669)"
590076,10513528,HZ255057,05/07/2016 01:15:00 PM,070XX S BELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,832,8.0,17.0,66.0,08B,1162612.0,1858038.0,2016,05/14/2016 03:53:39 PM,41.766106786,-87.679529322,"(41.766106786, -87.679529322)"
590185,10513529,HZ255004,05/07/2016 12:10:00 PM,058XX S ALBANY AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,824,8.0,14.0,63.0,03,1156711.0,1865845.0,2016,05/14/2016 03:53:39 PM,41.787651399,-87.700948315,"(41.787651399, -87.700948315)"
590339,10513532,HZ255136,05/07/2016 09:00:00 AM,016XX N KEDVALE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2534,25.0,30.0,23.0,06,1148466.0,1910668.0,2016,05/14/2016 03:53:39 PM,41.910813905,-87.730025046,"(41.910813905, -87.730025046)"
590557,10513534,HZ255104,05/07/2016 12:30:00 AM,020XX W DEVON AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,2412,24.0,50.0,2.0,03,1161384.0,1942488.0,2016,05/14/2016 03:53:39 PM,41.997870519,-87.681679978,"(41.997870519, -87.681679978)"
590710,10513535,HZ255085,05/07/2016 01:30:00 PM,092XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2222,22.0,21.0,73.0,08B,1168949.0,1843585.0,2016,05/14/2016 03:53:39 PM,41.726311229,-87.6567185,"(41.726311229, -87.6567185)"
591060,10513536,HZ255123,05/07/2016 12:00:00 AM,073XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,835,8.0,18.0,66.0,06,1161642.0,1856023.0,2016,05/14/2016 03:53:39 PM,41.760597513,-87.68314056,"(41.760597513, -87.68314056)"
591302,10513538,HZ255096,05/07/2016 01:20:00 PM,044XX S KOMENSKY AVE,0850,THEFT,ATTEMPT THEFT,RESIDENTIAL YARD (FRONT/BACK),False,False,815,8.0,14.0,57.0,06,1150090.0,1874913.0,2016,05/14/2016 03:53:39 PM,41.812666415,-87.724989734,"(41.812666415, -87.724989734)"
591495,10513541,HZ255072,05/07/2016 01:05:00 PM,054XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1522,15.0,29.0,25.0,08B,1140297.0,1898801.0,2016,05/14/2016 03:53:39 PM,41.878403171,-87.760326555,"(41.878403171, -87.760326555)"
592167,10513542,HZ255114,05/07/2016 01:40:00 PM,056XX W LAKE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,False,False,1512,15.0,29.0,25.0,04A,1138756.0,1902195.0,2016,05/14/2016 03:53:39 PM,41.88774484,-87.76590246,"(41.88774484, -87.76590246)"
592189,10513545,HZ255059,05/07/2016 01:30:00 PM,078XX S HALSTED ST,2027,NARCOTICS,POSS: CRACK,POLICE FACILITY/VEH PARKING LOT,True,False,621,6.0,17.0,71.0,18,1172325.0,1852947.0,2016,05/14/2016 03:53:39 PM,41.751928332,-87.644077264,"(41.751928332, -87.644077264)"
592299,10513549,HZ255134,05/07/2016 02:15:00 PM,080XX S ELLIS AVE,0460,BATTERY,SIMPLE,STREET,False,False,631,6.0,8.0,44.0,08B,1184290.0,1851896.0,2016,05/14/2016 03:53:39 PM,41.748772882,-87.600264177,"(41.748772882, -87.600264177)"
592387,10513550,HZ254992,05/07/2016 12:00:00 PM,004XX W 79TH PL,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,True,621,6.0,17.0,44.0,04B,1174726.0,1852188.0,2016,05/14/2016 03:53:39 PM,41.749792423,-87.635301285,"(41.749792423, -87.635301285)"
593175,10513556,HZ255017,05/07/2016 12:15:00 PM,006XX E 95TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,633,6.0,9.0,49.0,03,1181999.0,1842113.0,2016,05/14/2016 03:53:39 PM,41.721980457,-87.608960873,"(41.721980457, -87.608960873)"
593241,10513557,HZ255094,05/07/2016 01:43:00 PM,031XX N CLARK ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,1934,19.0,44.0,6.0,06,1170435.0,1920711.0,2016,05/14/2016 03:53:39 PM,41.937919992,-87.649024588,"(41.937919992, -87.649024588)"
593415,10513558,HZ255151,05/07/2016 07:00:00 AM,006XX N PARKSIDE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1511,15.0,29.0,25.0,07,1138568.0,1903665.0,2016,05/14/2016 03:53:39 PM,41.891782115,-87.76655721,"(41.891782115, -87.76655721)"
593854,10513559,HZ255095,05/07/2016 11:00:00 AM,007XX W WRIGHTWOOD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ALLEY,False,False,1935,19.0,43.0,7.0,11,1170748.0,1917496.0,2016,05/14/2016 03:53:39 PM,41.92909103,-87.647968716,"(41.92909103, -87.647968716)"
594030,10513560,HZ255164,05/07/2016 02:00:00 PM,014XX S MUSEUM CAMPUS DR,0870,THEFT,POCKET-PICKING,OTHER,False,False,132,1.0,2.0,33.0,06,1179970.0,1893558.0,2016,05/14/2016 03:53:39 PM,41.863196881,-87.614817819,"(41.863196881, -87.614817819)"
594311,10513562,HZ255091,05/07/2016 11:00:00 AM,007XX W WRIGHTWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,1935,19.0,43.0,7.0,03,1170748.0,1917496.0,2016,05/14/2016 03:53:39 PM,41.92909103,-87.647968716,"(41.92909103, -87.647968716)"
594899,10513564,HZ255182,05/07/2016 11:00:00 AM,020XX W WABANSIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1434,14.0,32.0,24.0,14,1162499.0,1911308.0,2016,05/14/2016 03:53:39 PM,41.912287682,-87.678454795,"(41.912287682, -87.678454795)"
594920,10513568,HZ255201,05/07/2016 03:15:00 PM,004XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1834,18.0,42.0,8.0,06,1177329.0,1903108.0,2016,05/14/2016 03:53:39 PM,41.88946287,-87.624222942,"(41.88946287, -87.624222942)"
595112,10513569,HZ255153,05/07/2016 02:50:00 PM,026XX W 63RD ST,0460,BATTERY,SIMPLE,STREET,False,False,825,8.0,15.0,66.0,08B,1159874.0,1862780.0,2016,05/14/2016 03:53:39 PM,41.779176188,-87.689434991,"(41.779176188, -87.689434991)"
595221,10513570,HZ255060,05/07/2016 01:00:00 PM,055XX S KOLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,813,8.0,13.0,62.0,14,1148310.0,1867480.0,2016,05/14/2016 03:53:39 PM,41.79230353,-87.731709717,"(41.79230353, -87.731709717)"
595285,10513573,HZ255145,05/07/2016 02:00:00 PM,064XX S MAPLEWOOD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,825,8.0,15.0,66.0,26,1160483.0,1861810.0,2016,05/14/2016 03:53:39 PM,41.776501837,-87.687229042,"(41.776501837, -87.687229042)"
595329,10513574,HZ255110,05/07/2016 01:50:00 PM,009XX W 54TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,False,934,9.0,20.0,61.0,08B,1171029.0,1868997.0,2016,05/14/2016 03:53:39 PM,41.795999856,-87.648358053,"(41.795999856, -87.648358053)"
595482,10513576,HZ255080,05/07/2016 11:45:00 AM,012XX E 83RD ST,0890,THEFT,FROM BUILDING,PARK PROPERTY,False,False,412,4.0,8.0,45.0,06,1185821.0,1850204.0,2016,05/14/2016 03:53:39 PM,41.744093932,-87.594707324,"(41.744093932, -87.594707324)"
595590,10513580,HZ255010,05/07/2016 12:30:00 PM,034XX S HALSTED ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,913,9.0,11.0,60.0,06,1171535.0,1881917.0,2016,05/14/2016 03:53:39 PM,41.831442548,-87.646123643,"(41.831442548, -87.646123643)"
595612,10513581,HZ255218,05/07/2016 03:25:00 PM,057XX W FULLERTON AVE,0810,THEFT,OVER $500,ALLEY,True,False,2515,25.0,37.0,19.0,06,1137522.0,1915369.0,2016,05/14/2016 03:53:39 PM,41.923918188,-87.770116524,"(41.923918188, -87.770116524)"
595634,10513586,HZ255207,05/07/2016 03:10:00 PM,001XX S STATE ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,112,1.0,42.0,32.0,06,1176406.0,1899607.0,2016,05/14/2016 03:53:39 PM,41.879876814,-87.627718261,"(41.879876814, -87.627718261)"
595677,10513589,HZ255166,05/07/2016 01:40:00 PM,063XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,823,8.0,15.0,66.0,06,1156143.0,1862448.0,2016,05/14/2016 03:53:39 PM,41.778340981,-87.703122242,"(41.778340981, -87.703122242)"
596112,10513592,HZ255158,05/07/2016 02:16:00 PM,015XX W 94TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,True,True,2221,22.0,21.0,73.0,04B,1167512.0,1842383.0,2016,05/14/2016 03:53:39 PM,41.723043634,-87.662016704,"(41.723043634, -87.662016704)"
596134,10513594,HZ255099,05/07/2016 01:00:00 PM,019XX S SAWYER AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1022,10.0,24.0,29.0,06,1155005.0,1890214.0,2016,05/14/2016 03:53:39 PM,41.85455736,-87.706551763,"(41.85455736, -87.706551763)"
596308,10513595,HZ255287,05/07/2016 03:15:00 PM,023XX S DR MARTIN LUTHER KING JR DR,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,True,False,132,1.0,2.0,33.0,18,1178880.0,1889112.0,2016,05/14/2016 03:53:39 PM,41.85102174,-87.618954852,"(41.85102174, -87.618954852)"
596481,10513596,HZ255249,05/07/2016 01:30:00 PM,071XX S SOUTH CHICAGO AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,323,3.0,5.0,69.0,06,1182926.0,1857984.0,2016,05/14/2016 03:53:39 PM,41.76551076,-87.60507347,"(41.76551076, -87.60507347)"
597351,10513795,HZ255488,05/07/2016 06:39:00 PM,083XX S INGLESIDE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,False,632,6.0,8.0,44.0,04A,1184005.0,1849918.0,2016,05/14/2016 03:53:39 PM,41.743351699,-87.601370165,"(41.743351699, -87.601370165)"
597634,10513599,HZ255283,05/07/2016 08:00:00 AM,001XX N CLARK ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ATM (AUTOMATIC TELLER MACHINE),False,False,111,1.0,42.0,32.0,11,1175505.0,1901602.0,2016,05/14/2016 03:53:39 PM,41.88537149,-87.630966625,"(41.88537149, -87.630966625)"
597830,10513600,HZ255169,05/07/2016 02:20:00 PM,018XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1014,10.0,24.0,29.0,08B,1150352.0,1890616.0,2016,05/14/2016 03:53:39 PM,41.85575243,-87.723619867,"(41.85575243, -87.723619867)"
598219,10513603,HZ255263,05/07/2016 04:05:00 PM,060XX S LA SALLE ST,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,False,False,311,3.0,20.0,68.0,26,1176336.0,1864995.0,2016,05/14/2016 03:53:39 PM,41.784900274,-87.629017298,"(41.784900274, -87.629017298)"
598608,10513606,HZ255261,05/07/2016 02:30:00 AM,005XX N LAWNDALE AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,False,False,1122,11.0,27.0,23.0,04B,1151625.0,1903341.0,2016,05/14/2016 03:53:39 PM,41.890646342,-87.718612801,"(41.890646342, -87.718612801)"
598651,10513796,HZ255463,05/07/2016 06:45:00 PM,078XX W CAHILL TER,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1631,16.0,36.0,17.0,08B,1122651.0,1923316.0,2016,05/14/2016 03:53:39 PM,41.945980824,-87.824586368,"(41.945980824, -87.824586368)"
598845,10513609,HZ255300,05/07/2016 09:25:00 AM,0000X S KOSTNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1115,11.0,28.0,26.0,11,1147063.0,1899531.0,2016,05/14/2016 03:53:39 PM,41.880279732,-87.735464314,"(41.880279732, -87.735464314)"
598996,10513614,HZ255198,05/07/2016 11:30:00 AM,080XX S WESTERN AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,False,False,835,8.0,18.0,70.0,08B,1161769.0,1851456.0,2016,05/14/2016 03:53:39 PM,41.74806235,-87.682801662,"(41.74806235, -87.682801662)"
599018,10513615,HZ255167,05/07/2016 02:30:00 PM,074XX S COLES AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,334,3.0,7.0,43.0,06,1195488.0,1856216.0,2016,05/14/2016 03:53:39 PM,41.760358158,-87.559088897,"(41.760358158, -87.559088897)"
599040,10513616,HZ255200,05/07/2016 03:10:00 PM,099XX S CALHOUN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,431,4.0,7.0,51.0,08A,1194793.0,1839539.0,2016,05/14/2016 03:53:39 PM,41.71461219,-87.562183708,"(41.71461219, -87.562183708)"
599603,10513617,HZ255257,05/07/2016 03:45:00 PM,002XX S SACRAMENTO BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,1124,11.0,28.0,27.0,04A,1156423.0,1898694.0,2016,05/14/2016 03:53:39 PM,41.87779885,-87.701117867,"(41.87779885, -87.701117867)"
599625,10513618,HZ255206,05/07/2016 02:57:00 PM,0000X S HALSTED ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1232,12.0,27.0,28.0,06,1171057.0,1900105.0,2016,05/14/2016 03:53:39 PM,41.88136236,-87.647344302,"(41.88136236, -87.647344302)"
599998,10513619,HZ255205,05/07/2016 02:00:00 PM,076XX S PAXTON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,414,4.0,8.0,43.0,08A,1192194.0,1854793.0,2016,05/14/2016 03:53:39 PM,41.756534052,-87.571207464,"(41.756534052, -87.571207464)"
600086,10513620,HZ255266,05/07/2016 03:21:00 PM,077XX S CHRISTIANA AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,835,8.0,18.0,70.0,08B,1155394.0,1853009.0,2016,05/14/2016 03:53:39 PM,41.752453922,-87.706120469,"(41.752453922, -87.706120469)"
600175,10513622,HZ255197,05/07/2016 02:00:00 PM,017XX E 103RD ST,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,431,4.0,10.0,51.0,06,1189109.0,1837018.0,2016,05/14/2016 03:53:39 PM,41.7078321,-87.583081031,"(41.7078321, -87.583081031)"
600501,10513623,HZ255170,05/07/2016 09:00:00 AM,004XX W 70TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,732,7.0,6.0,68.0,05,1174353.0,1858506.0,2016,05/14/2016 03:53:39 PM,41.767138074,-87.63648057,"(41.767138074, -87.63648057)"
600565,10513624,HZ255313,05/07/2016 12:38:00 PM,026XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1432,14.0,1.0,22.0,14,1160867.0,1917657.0,2016,05/14/2016 03:53:39 PM,41.929743818,-87.684273777,"(41.929743818, -87.684273777)"
600716,10513625,HZ255235,05/07/2016 01:00:00 PM,041XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,924,9.0,12.0,61.0,07,1166366.0,1877352.0,2016,05/14/2016 03:53:39 PM,41.819027613,-87.665219378,"(41.819027613, -87.665219378)"
600738,10513627,HZ255152,05/07/2016 02:35:00 PM,065XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,831,8.0,15.0,66.0,08B,1159169.0,1861223.0,2016,05/14/2016 03:53:39 PM,41.774918015,-87.692062175,"(41.774918015, -87.692062175)"
600782,10513628,HZ255252,05/07/2016 04:00:00 PM,043XX S PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,821,8.0,14.0,57.0,07,1150402.0,1875527.0,2016,05/14/2016 03:53:39 PM,41.814345252,-87.723829326,"(41.814345252, -87.723829326)"
600847,10513629,HZ255280,05/07/2016 04:27:00 PM,018XX W GARFIELD BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,715,7.0,15.0,67.0,14,1164858.0,1868068.0,2016,05/14/2016 03:53:39 PM,41.79358327,-87.671013747,"(41.79358327, -87.671013747)"
